pid,label,title-es,title-ura,type,type-es,type-ura,location,location-es,location-ura,creator,creator-es,creator-ura,description,description-es,description-ura,material,material-es,material-ura,language,source,source-es,source-ura,subject,subject-es,subject-ura,object_location,image_small,image_thumb,display_template,order,layout,collection,thumbnail,full
2007.5106,Pan Pipes,Flauta de palos de bambú,"aünu makaaki, chufana",Musical instrument,Instrumentos musicales,Instrumentos musicales,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"This is a set of 13 pipes of graduated sizes, held together at the top with a length of plant fiber woven over a stabilizing piece of wood on each side. It is a light natural color. Late 1800s-1996.&nbsp;14.5 x 12 x 1.5 cm; 5 11/16 x 4 3/4 x 9/16 in","Este es un conjunto de 13 pipas de tamaños graduados, unidas en la parte superior con un trozo de fibra vegetal tejida sobre una pieza de madera estabilizadora en cada lado. Es un color natural claro. finales de 1800-1996;14,5 x 12 x 1,5 cm; 5 11/16 x 4 3/4 x 9/16 pulgadas","kaa aunu makaaki te lechuunka nichatajain arariin muluusiin ke janujuine, arai laüriin tunii, tasiujuain kaje kuaüneein anchijii ke tiain, arariin tatüriin te küani chüjüüsiin inuri ke ichujuain janujuine.",Reed|plant fiber|wood,Caña|fibra de planta|madera,arariin,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Reed|Plant fiber|Wood|Musical instruments,Caña|Fibra de planta|Madera|Instrumentos musicales,Caña|Fibra de planta|Madera|Instrumentos musicales|arariin,,,,,043,urarina_item,urarina,img/derivatives/simple/2007.5106/thumbnail.jpg,img/derivatives/simple/2007.5106/fullwidth.jpg
2007.5107,Spinning Top,Trompo,turuunfu,Recreational artifacts,Recreational artifacts,Recreational artifacts,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The roughly carved conical wooden spinning top has a metal tip and a small cylindrical handle at the top. It is brown. A palm fiber pull cord, which is not present, is used to make it spin. Late 1800s-2002.&nbsp;6 x 4.5 cm; 2 3/8 x 1 3/4 in","El trompo con figura cónica de madera detalladamente tallado tiene una punta de metal y un pequeño asa cilíndrica en la parte superior. Es marrón. Se utiliza un cordón de fibra de palma, que no está presente, para hacerlo girar. Finales de 1800-2002; 6 x 4,5 cm; 2 3/8 x 1 3/4 pulgadas","jiaane nüjüa kaje te janujuine kaa turuunju, jabeekain retütüinte jaüre, inuri nebalürüka naja nekete kuütüriteein jaüre, makuike kürabu enauain rautujein nejunua kuina. Kanaaniürü nekuatijianaja nekete nelated ke inuri balüünejein jenunuin",wood|metal,madera|metal,jiaane nüjüa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Metal|Recreational artifacts,Madera|Metal|Artefactos recreativos,Madera|Metal|Artefactos recreativos|jiaane nüjüa,,,,,044,urarina_item,urarina,img/derivatives/simple/2007.5107/thumbnail.jpg,img/derivatives/simple/2007.5107/fullwidth.jpg
2007.5108,Spinning Top,Trompo,bajari turuunfu,Recreational artifacts,Recreational artifacts,Recreational artifacts,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The spinning top is made from a small round gourd and a small peg-like handle of wood held in place with resin. There is a small resin knob at the bottom of the gourd and a small hole in the gourd. It is dark brown but the handle is a light natural color. A palm fiber pull cord, which is not present, is used to make this spin. Late 1800s-2002.&nbsp;8.5 x 4 cm; 3 3/8 x 1 9/16 in","El trompo está hecho de una pequeña calabaza redonda y un pequeño mango de madera con forma de clavija que se sujeta con resina. Hay una pequeña perilla de resina en la parte inferior de la calabaza y un pequeño agujero en la calabaza. Es de color marrón oscuro pero el mango es de un color natural claro. Se usa un cordón de fibra de palma, que no está presente, para hacer este giro. Finales 1800-2002;8,5 x 4 cm; 3 3/8 x 1 9/16 pulgadas","kaa bajari turuuju te janujuine rana rüiina kaje, jeranein eta jeluun jachüin kuani enüa chüjütaain mürane ke müküeratein, rei katai jeluun te jachü siri ratujein tuniane kuina. kanaanaiürü nekuatijianaja nekete jaüre, ke inuri balüünejein jenunuin.",gourd|wood|gum resin,calabaza|madera|resina de goma,rana rüiinaa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Gourd|Wood|Gum resin|Recreational artifacts,Calabaza|Madera|Resina de goma|Artefactos recreativos,Calabaza|Madera|Resina de goma|Artefactos recreativos|rana rüiinaa,,,,,045,urarina_item,urarina,img/derivatives/simple/2007.5108/thumbnail.jpg,img/derivatives/simple/2007.5108/fullwidth.jpg
2007.5109,Pestle,Mortero,üsiüru,Culinary equipment,Objetos culinarios,Objetos culinarios,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The wooden cylinder has a very wide recessed area near one end that is slightly rounded, to act as a handle. There is a small knob at the end. It is dark brown.&nbsp;Late 1800s-1996.&nbsp;40 x 6 cm; 15 3/4 x 2 3/8 in","El cilindro de madera tiene un área empotrada muy amplia cerca de un extremo que está ligeramente redondeada, para actuar como manija. Hay una pequeña perilla al final. Es de color marrón oscuro; Finales de 1800-1996;40 x 6 cm; 15 3/4 x 2 3/8 pulgadas","kaa üsiüru te jaüre karuia kaje, jerekürüne kanejein, kauatiin retütüin bijiin mükünaaja jelai jaain, aichijiin laüekaain rei kuütüri jaain. Chaaili nujuei tütürüa enekürü naja neeite nelate",wood|carving,madera|tallado,karuia,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Culinary equipment,Madera|Tallado|Objetos culinarios,Madera|Tallado|Objetos culinarios|karuia,,,,,046,urarina_item,urarina,img/derivatives/simple/2007.5109/thumbnail.jpg,img/derivatives/simple/2007.5109/fullwidth.jpg
2007.5110,Paddle,Remo,ene kijia,Watercraft and equipment,Material de embarcación,Material de embarcación,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The wooden paddle has a leaf-shaped blade and a cylindrical shaft. There is a small handle at the end of the shaft. It is a light natural color. Late 1800s-2002.98 x 17.5 x 3 cm; 38 9/16 x 6 7/8 x 1 1/8 in,"El remo de madera tiene una hoja en forma de hoja y un eje cilíndrico. Hay un pequeño mango al final del eje. Es un color natural claro. Finales de 1800-2002,98 x 17,5 x 3 cm; 38 9/16 x 6 7/8 x 1 1/8 pulgadas","kaa kijiate jabeekueriin, tuchaekueri, kauatiin retütüin bijinujuinei mükünaanaja sirin, kuütüriteein janujuinei. anuia kaje te jaaüre.",wood|carving,madera|tallado,anuia,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Watercraft and equipment,Madera|Tallado|Material de embarcación,Madera|Tallado|Material de embarcación|anuia,,,,,047,urarina_item,urarina,img/derivatives/simple/2007.5110/thumbnail.jpg,img/derivatives/simple/2007.5110/fullwidth.jpg
2007.5111,Paddle,Remo,kijia seunjua,Watercraft and equipment,Material de embarcación,Material de embarcación,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The wooden paddle has a leaf-shaped blade and a cylindrical shaft. There is a small handle at the end of the shaft. It is a light natural color.&nbsp;Late 1800s-2002.&nbsp;118.5 x 24 x 3 cm; 46 5/8 x 9 7/16 x 1 1/8 in,El remo de madera tiene una hoja en forma de hoja y un eje cilíndrico. Hay un pequeño mango al final del eje. Es un color natural claro;Finales de 1800-2002;118.5 x 24 x 3 cm; 46 5/8 x 9 7/16 x 1 1/8 pulgadas,"kaa kijiate jabeekueriin, tuchaekueri, kauatiin retütüin bijinujuinei mükünaanaja sirin, kuütüriteein janujuinei. anuia kaje te jaaüre",wood|carving,madera|tallado,anuia,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Watercraft and equipment,Madera|Tallado|Material de embarcación,Madera|Tallado|Material de embarcación|anuia,,,,,048,urarina_item,urarina,img/derivatives/simple/2007.5111/thumbnail.jpg,img/derivatives/simple/2007.5111/fullwidth.jpg
2007.5112,Ceremonial Staff,Material ceremonial,utiia,Sculpture,Esculturas,Esculturas,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The long, straight piece of wood is rectangular with rounded corners in cross section. It tapers toward a rectangle at one end with four notches on either side. It is light brown. This is used both for percussion and balance during hallucinogenic curing sessions.&nbsp;Late 1800s-2002.&nbsp;128 x 7 x 3 cm; 50 3/8 x 2 3/4 x 1 1/8 in",La pieza de madera larga y recta es rectangular con esquinas redondeadas en la sección transversal. Se estrecha hacia un rectángulo en un extremo con cuatro muescas a cada lado. Es marrón claro. Se utiliza tanto para percusión como para equilibrio durante las sesiones de curación alucinógena;Finales de 1800-2002;128 x 7 x 3 cm; 50 3/8 x 2 3/4 x 1 1/8 pulgadas,"kaa utia te jaüre karuia kaje, jerekürüne kanejein, kauatiin bijiin mükünaaja jelai jaain, rei kuütüri jaain teütijiakuain. Kuairi kuurera nünara neeite nelate",wood|carving,madera|tallado,karuia,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Wood|Carving|Sculpture,Madera|Tallado|Esculturas,Madera|Tallado|Esculturas|karuia,,,,,049,urarina_item,urarina,img/derivatives/simple/2007.5112/thumbnail.jpg,img/derivatives/simple/2007.5112/fullwidth.jpg
2007.5113,Shaman's Necklace,Collar de Chamán,inüinüri kuare,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The necklace has a single strand of shell fragments, pointed teeth, hoof, and one dark claw. The teeth and shells are on a cord which is attached to a narrow woven band. A portion of the necklace doesn't have shell or teeth, and that portion is wrapped with plant fiber cord. There is a cord covered with clusters of red and black seeds and clusters of smaller white seeds. That string is attached near the top of the shell and teeth portion of the necklace. There are two more strings, one alternates red and white seeds and the other is primarily black/red seeds with a few white seeds. These strings also attach near the top of the shell and tooth portion, though they appear to hang loosely.&nbsp;Late 1800s-2002.&nbsp;61 x 47 x 7 cm; 24 x 18 1/2 x 2 3/4 in","El collar tiene una sola hebra de fragmentos de concha, dientes puntiagudos, una pezuña y una garra oscura. Los dientes y las conchas están en un cordón que está unido a una estrecha banda tejida. Una parte del collar no tiene caparazón ni dientes, y esa parte está envuelta con cordón de fibra vegetal. Hay un cordón cubierto con racimos de semillas rojas y negras y racimos de semillas blancas más pequeñas. Esa cuerda está unida cerca de la parte superior de la parte de la concha y los dientes del collar. Hay dos cadenas más, una alterna de semillas rojas y blancas y la otra es principalmente semillas negras/rojas con algunas semillas blancas. Estas cuerdas también se unen cerca de la parte superior de la parte de la concha y el diente, aunque parecen colgar sueltas. Finales del siglo XIX-2002. 61 x 47 x 7 cm; 24 x 18 1/2 x 2 3/4 pulgadas","kaa richa te jaüre inü inüri kari, rana katü, rainari kari, makuraje, ürele naujuai kaje. ala rijijien jainte ke tijisin kujuitein, ke tijitain jelai kujuiteinte makuraje aina ürüle teüre. Kuairi kuurera richa neinte nelata",Fiber|weaving,Tejido de fibra,inu inuri,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Fiber|Weaving|Jewelry,Tejido de fibra|Joyería,Tejido de fibra|Joyería|inu inuri,,,,,050,urarina_item,urarina,img/derivatives/simple/2007.5113/thumbnail.jpg,img/derivatives/simple/2007.5113/fullwidth.jpg
2007.5114,Shaman's Necklace,Collar de Chamán,kuaiiri kuürüjele,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The necklace has a single strand of shell fragments, pointed teeth, hoof and one jaguar tooth. The teeth and shells are on a cord which is attached to a narrow woven band. A portion of the necklace doesn't have shell or teeth, and that portion is wrapped with plant fiber cord. There are two cords covered with clusters of red and black seeds and clusters of smaller white seeds that attach near the top of the shell and teeth portion of the necklace.","El collar tiene una sola hebra de fragmentos de concha, dientes puntiagudos, una pezuña y un diente de jaguar. Los dientes y las conchas están en un cordón que está unido a una estrecha banda tejida. Una parte del collar no tiene caparazón ni dientes, y esa parte está envuelta con cordón de fibra vegetal. Hay dos cordones cubiertos con racimos de semillas rojas y negras y racimos de semillas blancas más pequeñas que se unen cerca de la parte superior de la parte de la concha y los dientes del collar. ","kaa richa te jaüre inü inüri kari, rana katü, rainari kari, makuraje, ürele naujuai kaje. ala rijijien jainte ke tijisin kujuitein, ke tijitain jelai kujuiteinte makuraje aina ürüle teüre. Kuairi kuurera richa neinte nelata.",Palm fiber|shell|seed|unidentified fiber|giant anteater claw|jaguar claw,Fibra de palma|concha|semillas|fibra desconocida|shell|seed|unidentified fiber|garra gigante de oso hormiguero|garra de jaguar,inuri|inüinüri|ürüle|rainari kari|makuraje,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Palm fiber|Shell|Seeds|Unidentified fiber|Giant anteater claw|Jaguar claw|Jewelry,Fibra de palma|Concha|Semillas|Fibra no identificada|Garra de oso hormiguero|Garra de jaguar|Joyería,Fibra de palma|Concha|Semillas|Fibra no identificada|Garra de oso hormiguero|Garra de jaguar|Joyería|inuri|inüinüri|ürüle|rainari kari|makuraje,,,,,051,urarina_item,urarina,img/derivatives/simple/2007.5114/thumbnail.jpg,img/derivatives/simple/2007.5114/fullwidth.jpg
2007.5115,Necklace,Collar,makuraje kaje richa,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The necklace has seven strands of black seeds joined to a single plant fiber cord that ties at the back. There are two teeth, one shell, and a brown seed at the front bottom on the longest strand.&nbsp;Late 1800s-2002.&nbsp;32.5 x 12 cm; 12 3/4 x 4 3/4 in","El collar tiene siete hebras de semillas negras unidas a un solo cordón de fibra vegetal que se ata en la parte posterior. Hay dos dientes, una cáscara y una semilla marrón en la parte inferior delantera de la hebra más larga;Finales de 1800-2002;32,5 x 12 cm; 12 3/4 x 4 3/4 pulgadas","kaa richate makuraje aina rana katü kaje janujuine. inuri küani makuraje makuraje sitüüsiinte küani rana katü teein jaüre, rei rülünaanaja siria rautujein jiaürüane kuina",Palm fiber|seeds|possibly gum resin|shell|ocelot teeth,Fibra de palma|semillas|posiblemente resina de goma|dientes de ocelote,iinuri|makuraje|rana katü,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Palm fiber|Seeds|Possibly gum resin|Shell|Ocelot teeth|Jewelry,Fibra de palma|Semillas|Posiblemente resina de goma|Dientes de ocelote|Joyería,Fibra de palma|Semillas|Posiblemente resina de goma|Dientes de ocelote|Joyería|iinuri|makuraje|rana katü,,,,,052,urarina_item,urarina,img/derivatives/simple/2007.5115/thumbnail.jpg,img/derivatives/simple/2007.5115/fullwidth.jpg
2007.5116,Necklace,Collar,akaü richa,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The multistrand necklace of beads is joined to a single strand of palm fiber cord that ties in the back. Most of the strands are single colors: dark blue, light blue, orange, and black. Two of the strands have two colors: light blue and yellow or dark green and translucent blue.&nbsp;Late 1800s-2002.&nbsp;31 x 10 cm; 12 3/16 x 3 7/8 in","El collar de cuentas de varios hilos está unido a un solo hilo de fibra de palma que se ata en la parte posterior. La mayoría de las hebras son de un solo color: azul oscuro, azul claro, naranja y negro. Dos de las hebras tienen dos colores: azul claro y amarillo o verde oscuro y azul translúcido; Finales de 1800-2002;31 x 10 cm; 12 3/16 x 3 7/8 pulgadas","kaa richa te aasiürü kaje kureteein kujuiteküre enekürü. jachaanejein inuri jaainte ke kujuitein jaaüre, eta kaanijianain rülüüsiin, rülüürüa naja jelai siriin, lanaji, kafaji, jichujui,lanaajiujuai chaaen kaküri raru tukuani ke kuluteein",Palm fiber|beads,Fibra de palma|granos,richa|iinuri,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Palm fiber|Beads|Jewelry,Fibra de palma|Granos|Joyería,Fibra de palma|Granos|Joyería|richa|iinuri,,,,,053,urarina_item,urarina,img/derivatives/simple/2007.5116/thumbnail.jpg,img/derivatives/simple/2007.5116/fullwidth.jpg
2007.5117,Rattle,Sonajero,turaara,Musical instrument,Instrumentos musicales,Instrumentos musicales,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,Four loops of plant fiber cord are strung with brown seed shells. There is a plant fiber string to hang the rattle. It was intended to be hung on the hammock of an infant.&nbsp;Late 1800s-2002.&nbsp;32 x 12 cm; 12 5/8 x 4 3/4 in,Cuatro bucles de cordón de fibra vegetal están ensartados con cáscaras de semillas marrones. Hay una cuerda de fibra vegetal para colgar el sonajero. Estaba destinado a ser colgado en la hamaca de un infante;Finales de 1800-2002;32 x 12 cm; 12 5/8 x 4 3/4 pulgadas,"kaa kanaani turaara te enüa inaa katue kari rijiinanai kujuitein jaüre, kujui tijiichai rautujuein rülürüa najaaneke",seeds|plant fiber,semillas|fibra de planta,enüa inaa,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Seeds|Plant fiber|Musical instruments,Semillas|Fibra de planta|Instrumentos musicales,Semillas|Fibra de planta|Instrumentos musicales|enüa inaa,,,,,054,urarina_item,urarina,img/derivatives/simple/2007.5117/thumbnail.jpg,img/derivatives/simple/2007.5117/fullwidth.jpg
2007.5118,Necklace,Collar,kanaani turaara nuura kaje,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The single strand of twisted plant fiber has five large black seeds and one very large round brown seed.&nbsp;Late 1800s-1996.&nbsp;25 x 9 cm; 9 13/16 x 3 1/2 in,La hebra única de fibra vegetal retorcida tiene cinco semillas negras grandes y una semilla marrón redonda muy grande. Finales de 1800-1996. 25 x 9 cm; 9 13/16 x 3 1/2 pulgadas,"kaa richa te enüa inaa kaje nejesiane, nuura, rana rüinaa kusiamai. Karatua rei kujui",seeds|plant fiber,semillas|fibra de planta,nuura|rana rüinaa kusiamai chaae iinuri,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Seeds|Plant fiber|Jewelry,Semillas|Fibra de planta|Joyería,Semillas|Fibra de planta|Joyería|nuura|rana rüinaa kusiamai chaae iinuri,,,,,055,urarina_item,urarina,img/derivatives/simple/2007.5118/thumbnail.jpg,img/derivatives/simple/2007.5118/fullwidth.jpg
2007.5119,Necklace,Collar,kanaani richa,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The multiple strands of beads and seeds are joined to a single strand of twisted plant fiber to tie. There are strands of beads in light blue, yellow, red and colorless beads. There are strands of small brown seeds with beads and the longest strand has small brown seeds, separated by beads with teeth along the front segment.&nbsp;Late 1800s-1996.&nbsp;26 x 29 cm; 10 1/4 x 11 3/8 in","Las múltiples hebras de granos y semillas se unen a una sola hebra de fibra vegetal retorcida para atar. Hay hilos de granos en granos de color azul claro, amarillo, rojo e incoloro. Hay hilos de pequeñas semillas marrones con granos y el hilo más largo tiene pequeñas semillas marrones, separadas por granos con dientes a lo largo del segmento frontal. Finales de 1800-1996. 26 x 29 cm; 10 1/4 x 11 3/8 pulgadas","kanaani richa, arai laürii ke jasiiteite janujuine, enüa inaa, kanii katü, richa esie, naujui ke, risine ke kujuitenuinein",beads|seeds|monkey teeth|plant fiber,granos|semillas|dientes de chango|fibra de planta,richa|enüa inaa|enechu katü|iinuri,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Beads|Seeds|Monkey teeth|Plant fiber|Jewelry,Granos|Semillas|Dientes de chango|Fibra de planta|Joyería,Granos|Semillas|Dientes de chango|Fibra de planta|Joyería|richa|enüa inaa|enechu katü|iinuri,,,,,056,urarina_item,urarina,img/derivatives/simple/2007.5119/thumbnail.jpg,img/derivatives/simple/2007.5119/fullwidth.jpg
2007.5120,Necklace,Collar,ujuaa inaa kuare,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The single strand of twisted plant fiber string has small dark brown seeds at the front. Some are separated by red beads and one white bead.&nbsp;Late 1800s-1996.&nbsp;34 x 6 cm; 13 3/8 x 2 3/8 in,La única hebra de hilo de fibra vegetal retorcida tiene pequeñas semillas de color marrón oscuro en la parte delantera. Algunas están separadas por cuentas rojas y una blanca;Finales de 1800-1996;34 x 6 cm; 13 3/8 x 2 3/8 pulgadas,"ujua inaa kaje richa, richa esieke te kuratajajein jasisi, karati kujuiin",plant fiber|seeds|beads,fibra de planta|semillas|granos,ujua iinaa|iinuri,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Seeds|Beads|Jewelry,Fibra de planta|Semillas|Granos|Joyería,Fibra de planta|Semillas|Granos|Joyería|ujua iinaa|iinuri,,,,,057,urarina_item,urarina,img/derivatives/simple/2007.5120/thumbnail.jpg,img/derivatives/simple/2007.5120/fullwidth.jpg
2007.5121,Necklace,Collar,biri kuare,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The single strand necklace has small brown seeds with white or red beads between them. There is a large snail shell at the front center and small teeth on either side. It is strung on plant fiber.&nbsp;Late 1800s-1996.&nbsp;36 x 4.5 cm; 14 1/8 x 1 3/4 in,"El collar de un solo hilo tiene pequeñas semillas marrones con cuentas blancas o rojas entre ellas. Hay una gran concha de caracol en el centro frontal y pequeños dientes a cada lado. Está ensartado en fibra vegetal;Finales de 1800-1996;36 x 4,5 cm; 14 1/8 x 1 3/4 pulgadas","kaa richa te karate rei kujui,enüa inaa katüari rijiinanai, richa esie, enechu katü, sinunujue naujuai ke jasisin",plant fiber|beads|monkey teeth|shell|seeds,fibra de planta|granos|dientes de chango|concha|semillas,richa|enüa inaa|siinuneje|katü,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Beads|Monkey teeth|Shell|Seeds|Jewelry,Fibra de planta|Granos|Dientes de chango|Concha|Semillas|Joyería,Fibra de planta|Granos|Dientes de chango|Concha|Semillas|Joyería|richa|enüa inaa|siinuneje|katü,,,,,058,urarina_item,urarina,img/derivatives/simple/2007.5121/thumbnail.jpg,img/derivatives/simple/2007.5121/fullwidth.jpg
2007.5122,Necklace,Collar,siinunujue kuare,Jewelry,Joyería,Joyería,"Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,"The single strand of twisted plant fiber has three spiral shells, a brown seed and a large pointed tooth.&nbsp;Late 1800s-2002.&nbsp;31 x 12 cm; 12 3/16 x 4 3/4 in","La única hebra de fibra vegetal retorcida tiene tres conchas en espiral, una semilla marrón y un diente grande y puntiagudo;Finales del siglo XIX-2002; 31 x 12 cm; 12 3/16 x 4 3/4 pulgadas","risine kujuitenuinein richa, kuratajajein enüa inaa, lejiin kanii katü, nichatajajein sinunujue ke jasisiin, karati kujuiin.",shell|collared peccary tooth|seeds|Palm fiber,concha|dientes de pecarí con collar|semillas|Fibra de palma,siinunuje|iinuri|enüa iinaa|katü,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Shell|Collared peccary tooth|Seeds|Palm fiber|Jewelry,Concha|Dientes de pecarí con collar|Semillas|Fibra de palma|Joyería,Concha|Dientes de pecarí con collar|Semillas|Fibra de palma|Joyería|siinunuje|iinuri|enüa iinaa|katü,,,,,059,urarina_item,urarina,img/derivatives/simple/2007.5122/thumbnail.jpg,img/derivatives/simple/2007.5122/fullwidth.jpg
2007.5123,Necklace,Collar,siinunujue kaje kanaanai kuate,Jewelry,Joyería,Joyería," Loreto department, Peru","Departamento de Loreto, Perú","Departamento de Loreto, Perú",Unknown Urarina maker,Fabricante Urarina desconocido,Fabricante Urarina desconocido,The single strand of twisted plant fiber has a cluster of large spiral shells and pointed brown nut shells at the front.&nbsp;Late 1800s-2002.&nbsp;39 x 11.5 cm; 15 3/8 x 4 1/2 in,"El collar de un solo hilo tiene pequeñas semillas marrones con cuentas blancas o rojas entre ellas. Hay una gran concha de caracol en el centro frontal y pequeños dientes a cada lado. Está ensartado en fibra vegetal;Finales de 1800-1996;36 x 4,5 cm; 14 1/8 x 1 3/4 pulgadas","risine kujuitenuinein richa, kuratajajein enüa inaa, kanii katü, sinunujue ke jasisiin, karati kujuiin",plant fiber|shell|seeds,fibra de planta|concha|semillas,iinuri|siinunuje|iinuri,English,Gift of Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Regalo de Dr. Bartholomew Dean,Plant fiber|Shell|Seeds|Jewelry,Fibra de planta|Concha|Semillas|Joyería,Fibra de planta|Concha|Semillas|Joyería|iinuri|siinunuje|iinuri,,,,,060,urarina_item,urarina,img/derivatives/simple/2007.5123/thumbnail.jpg,img/derivatives/simple/2007.5123/fullwidth.jpg
