objectid,title,title-es,title-ura,type,type-es,type-ura,description,description-es,description-ura,material,material-es,material-ura,subject,subject-es,subject-ura,object_location,image_small,image_thumb,display_template,location,location-es,location-ura,creator,creator-es,creator-ura,language,source,source-es,source-ura
2007.5107,Spinning Top,,,Recreational artifacts,,,"<p>The roughly carved conical wooden spinning top has a metal tip and a small cylindrical handle at the top. It is brown. A palm fiber pull cord, which is not present, is used to make it spin. Late 1800s-2002.&nbsp;6 x 4.5 cm; 2 3/8 x 1 3/4 in</p>",,,wood;metal,,,Wood;Metal;Recreational artifacts,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5107,Trompo,,,Recreational artifacts,,,"<p>El trompo con figura cónica de madera detalladamente tallado tiene una punta de metal y un pequeño asa cilíndrica en la parte superior. Es marrón. Se utiliza un cordón de fibra de palma, que no está presente, para hacerlo girar. Finales de 1800-2002; 6 x 4,5 cm; 2 3/8 x 1 3/4 pulgadas</p>",,,madera;metal,,,Madera;Metal;Artefactos recreativos,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5108,Spinning Top,,,Recreational artifacts,,,"<p>The spinning top is made from a small round gourd and a small peg-like handle of wood held in place with resin. There is a small resin knob at the bottom of the gourd and a small hole in the gourd. It is dark brown but the handle is a light natural color. A palm fiber pull cord, which is not present, is used to make this spin. Late 1800s-2002.&nbsp;8.5 x 4 cm; 3 3/8 x 1 9/16 in</p>",,,gourd;wood;gum resin,,,Gourd;Wood;Gum resin;Recreational artifacts,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5108,bajari turuunfu,,,Recreational artifacts,,,"<p>kaa bajari turuuju te janujuine rana rüiina kaje, jeranein eta jeluun jachüin kuani enüa chüjütaain mürane ke müküeratein, rei katai jeluun te jachü siri ratujein tuniane kuina. kanaanaiürü nekuatijianaja nekete jaüre, ke inuri balüünejein jenunuin.</p>",,,rana rüiinaa,,,Calabaza;Madera;Resina de goma;Artefactos recreativos;rana rüiinaa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5108,Trompo,,,Recreational artifacts,,,"<p>El trompo está hecho de una pequeña calabaza redonda y un pequeño mango de madera con forma de clavija que se sujeta con resina. Hay una pequeña perilla de resina en la parte inferior de la calabaza y un pequeño agujero en la calabaza. Es de color marrón oscuro pero el mango es de un color natural claro. Se usa un cordón de fibra de palma, que no está presente, para hacer este giro. Finales 1800-2002;8,5 x 4 cm; 3 3/8 x 1 9/16 pulgadas</p>",,,calabaza;madera;resina de goma,,,Calabaza;Madera;Resina de goma;Artefactos recreativos,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5109,Pestle,,,Culinary equipment,,,"<p>The wooden cylinder has a very wide recessed area near one end that is slightly rounded, to act as a handle. There is a small knob at the end. It is dark brown.&nbsp;Late 1800s-1996.&nbsp;40 x 6 cm; 15 3/4 x 2 3/8 in</p>",,,wood;carving,,,Wood;Carving;Culinary equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5109,üsiüru,,,Objetos culinarios,,,"<p>kaa üsiüru te jaüre karuia kaje, jerekürüne kanejein, kauatiin retütüin bijiin mükünaaja jelai jaain, aichijiin laüekaain rei kuütüri jaain. Chaaili nujuei tütürüa enekürü naja neeite nelate</p>",,,karuia,,,Madera;Tallado;Objetos culinarios;karuia,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5109,Mortero,,,Objetos culinarios,,,"<p>El cilindro de madera tiene un área empotrada muy amplia cerca de un extremo que está ligeramente redondeada, para actuar como manija. Hay una pequeña perilla al final. Es de color marrón oscuro; Finales de 1800-1996;40 x 6 cm; 15 3/4 x 2 3/8 pulgadas</p>",,,madera;tallado,,,Madera;Tallado;Objetos culinarios,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.511,ene kijia,,,Material de embarcación,,,"<p>kaa kijiate jabeekueriin, tuchaekueri, kauatiin retütüin bijinujuinei mükünaanaja sirin, kuütüriteein janujuinei. anuia kaje te jaaüre.</p>",,,anuia,,,Madera;Tallado;Material de embarcación;anuia,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.511,Paddle,,,Watercraft and equipment,,,<p>The wooden paddle has a leaf-shaped blade and a cylindrical shaft. There is a small handle at the end of the shaft. It is a light natural color. Late 1800s-2002.98 x 17.5 x 3 cm; 38 9/16 x 6 7/8 x 1 1/8 in</p>,,,wood;carving,,,Wood;Carving;Watercraft and equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.511,Remo,,,Material de embarcación,,,"<p>El remo de madera tiene una hoja en forma de hoja y un eje cilíndrico. Hay un pequeño mango al final del eje. Es un color natural claro. Finales de 1800-2002,98 x 17,5 x 3 cm; 38 9/16 x 6 7/8 x 1 1/8 pulgadas</p>",,,madera;tallado,,,Madera;Tallado;Material de embarcación,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5111,kijia seunjua,,,Material de embarcación,,,"<p>kaa kijiate jabeekueriin, tuchaekueri, kauatiin retütüin bijinujuinei mükünaanaja sirin, kuütüriteein janujuinei. anuia kaje te jaaüre</p>",,,anuia,,,Madera;Tallado;Material de embarcación;anuia,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5111,Paddle,,,Watercraft and equipment,,,<p>The wooden paddle has a leaf-shaped blade and a cylindrical shaft. There is a small handle at the end of the shaft. It is a light natural color.&nbsp;Late 1800s-2002.&nbsp;118.5 x 24 x 3 cm; 46 5/8 x 9 7/16 x 1 1/8 in</p>,,,wood;carving,,,Wood;Carving;Watercraft and equipment,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5111,Remo,,,Material de embarcación,,,<p>El remo de madera tiene una hoja en forma de hoja y un eje cilíndrico. Hay un pequeño mango al final del eje. Es un color natural claro;Finales de 1800-2002;118.5 x 24 x 3 cm; 46 5/8 x 9 7/16 x 1 1/8 pulgadas</p>,,,madera;tallado,,,Madera;Tallado;Material de embarcación,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5112,utiia,,,Esculturas,,,"<p>kaa utia te jaüre karuia kaje, jerekürüne kanejein, kauatiin bijiin mükünaaja jelai jaain, rei kuütüri jaain teütijiakuain. Kuairi kuurera nünara neeite nelate</p>",,,karuia,,,Madera;Tallado;Esculturas;karuia,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5112,Ceremonial Staff,,,Sculpture,,,"<p>The long, straight piece of wood is rectangular with rounded corners in cross section. It tapers toward a rectangle at one end with four notches on either side. It is light brown. This is used both for percussion and balance during hallucinogenic curing sessions.&nbsp;Late 1800s-2002.&nbsp;128 x 7 x 3 cm; 50 3/8 x 2 3/4 x 1 1/8 in</p>",,,wood;carving,,,Wood;Carving;Sculpture,,,,,,,"<p>Loreto department, Peu</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5112,Material ceremonial,,,Esculturas,,,<p>La pieza de madera larga y recta es rectangular con esquinas redondeadas en la sección transversal. Se estrecha hacia un rectángulo en un extremo con cuatro muescas a cada lado. Es marrón claro. Se utiliza tanto para percusión como para equilibrio durante las sesiones de curación alucinógena;Finales de 1800-2002;128 x 7 x 3 cm; 50 3/8 x 2 3/4 x 1 1/8 pulgadas</p>,,,madera;tallado,,,Madera;Tallado;Esculturas,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5113,inüinüri kuare,,,Joyería,,,"<p>kaa richa te jaüre inü inüri kari, rana katü, rainari kari, makuraje, ürele naujuai kaje. ala rijijien jainte ke tijisin kujuitein, ke tijitain jelai kujuiteinte makuraje aina ürüle teüre. Kuairi kuurera richa neinte nelata</p>",,,inu inuri,,,Tejido de fibra;Joyería;inu inuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5113,Shaman's Necklace,,,Jewelry,,,"<p>The necklace has a single strand of shell fragments, pointed teeth, hoof, and one dark claw. The teeth and shells are on a cord which is attached to a narrow woven band. A portion of the necklace doesn't have shell or teeth, and that portion is wrapped with plant fiber cord. There is a cord covered with clusters of red and black seeds and clusters of smaller white seeds. That string is attached near the top of the shell and teeth portion of the necklace. There are two more strings, one alternates red and white seeds and the other is primarily black/red seeds with a few white seeds. These strings also attach near the top of the shell and tooth portion, though they appear to hang loosely.&nbsp;Late 1800s-2002.&nbsp;61 x 47 x 7 cm; 24 x 18 1/2 x 2 3/4 in</p>",,,Fiber;weaving,,,Fiber;Weaving;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5113,Collar de Chamán,,,Joyería,,,"<p>El collar tiene una sola hebra de fragmentos de concha, dientes puntiagudos, una pezuña y una garra oscura. Los dientes y las conchas están en un cordón que está unido a una estrecha banda tejida. Una parte del collar no tiene caparazón ni dientes, y esa parte está envuelta con cordón de fibra vegetal. Hay un cordón cubierto con racimos de semillas rojas y negras y racimos de semillas blancas más pequeñas. Esa cuerda está unida cerca de la parte superior de la parte de la concha y los dientes del collar. Hay dos cadenas más, una alterna de semillas rojas y blancas y la otra es principalmente semillas negras/rojas con algunas semillas blancas. Estas cuerdas también se unen cerca de la parte superior de la parte de la concha y el diente, aunque parecen colgar sueltas. Finales del siglo XIX-2002. 61 x 47 x 7 cm; 24 x 18 1/2 x 2 3/4 pulgadas</p>",,,Tejido de fibra,,,Tejido de fibra;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5114,Shaman's Necklace,,,Jewelry,,,"<p>The necklace has a single strand of shell fragments, pointed teeth, hoof and one jaguar tooth. The teeth and shells are on a cord which is attached to a narrow woven band. A portion of the necklace doesn't have shell or teeth, and that portion is wrapped with plant fiber cord. There are two cords covered with clusters of red and black seeds and clusters of smaller white seeds that attach near the top of the shell and teeth portion of the necklace.</p>
",,,Palm fiber;shell;seed;unidentified fiber;giant anteater claw;jaguar claw,,,Palm fiber;Shell;Seeds;Unidentified fiber;Giant anteater claw;Jaguar claw;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5114,kuaiiri kuürüjele,,,Joyería,,,"<p>kaa richa te jaüre inü inüri kari, rana katü, rainari kari, makuraje, ürele naujuai kaje. ala rijijien jainte ke tijisin kujuitein, ke tijitain jelai kujuiteinte makuraje aina ürüle teüre. Kuairi kuurera richa neinte nelata.</p>",,,inuri;inüinüri;ürüle;rainari kari;makuraje,,,Fibra de palma;Concha;Semillas;Fibra no identificada;Garra de oso hormiguero;Garra de jaguar;Joyería;inuri;inüinüri;ürüle;rainari kari;makuraje,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5114,Collar de Chamán,,,Joyería,,,"<p>El collar tiene una sola hebra de fragmentos de concha, dientes puntiagudos, una pezuña y un diente de jaguar. Los dientes y las conchas están en un cordón que está unido a una estrecha banda tejida. Una parte del collar no tiene caparazón ni dientes, y esa parte está envuelta con cordón de fibra vegetal. Hay dos cordones cubiertos con racimos de semillas rojas y negras y racimos de semillas blancas más pequeñas que se unen cerca de la parte superior de la parte de la concha y los dientes del collar. </p>",,,Fibra de palma;concha;semillas;fibra desconocida;shell;seed;unidentified fiber;garra gigante de oso hormiguero;garra de jaguar,,,Fibra de palma;Concha;Semillas;Fibra no identificada;Garra de oso hormiguero;Garra de jaguar;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5115,Necklace,,,Jewelry,,,"<p>The necklace has seven strands of black seeds joined to a single plant fiber cord that ties at the back. There are two teeth, one shell, and a brown seed at the front bottom on the longest strand.&nbsp;Late 1800s-2002.&nbsp;32.5 x 12 cm; 12 3/4 x 4 3/4 in</p>",,,Palm fiber;seeds;possibly gum resin;shell;ocelot teeth,,,Palm fiber;Seeds;Possibly gum resin;Shell;Ocelot teeth;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5115,makuraje kaje richa,,,Joyería,,,"<p>kaa richate makuraje aina rana katü kaje janujuine. inuri küani makuraje makuraje sitüüsiinte küani rana katü teein jaüre, rei rülünaanaja siria rautujein jiaürüane kuina</p>
",,,iinuri;makuraje;rana katü,,,Fibra de palma;Semillas;Posiblemente resina de goma;Dientes de ocelote;Joyería;iinuri;makuraje;rana katü,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5115,Collar,,,Joyería,,,"<p>El collar tiene siete hebras de semillas negras unidas a un solo cordón de fibra vegetal que se ata en la parte posterior. Hay dos dientes, una cáscara y una semilla marrón en la parte inferior delantera de la hebra más larga;Finales de 1800-2002;32,5 x 12 cm; 12 3/4 x 4 3/4 pulgadas</p>",,,Fibra de palma;semillas;posiblemente resina de goma;dientes de ocelote,,,Fibra de palma;Semillas;Posiblemente resina de goma;Dientes de ocelote;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5116,akaü richa,,,Joyería,,,"<p>kaa richa te aasiürü kaje kureteein kujuiteküre enekürü. jachaanejein inuri jaainte ke kujuitein jaaüre, eta kaanijianain rülüüsiin, rülüürüa naja jelai siriin, lanaji, kafaji, jichujui,lanaajiujuai chaaen kaküri raru tukuani ke kuluteein</p>
",,,richa;iinuri,,,Fibra de palma;Granos;Joyería;richa;iinuri,,,,,,,"<p>Departamento de Loreto, Perú</p>
",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5116,Necklace,,,Jewelry,,,"<p>The multistrand necklace of beads is joined to a single strand of palm fiber cord that ties in the back. Most of the strands are single colors: dark blue, light blue, orange, and black. Two of the strands have two colors: light blue and yellow or dark green and translucent blue.&nbsp;Late 1800s-2002.&nbsp;31 x 10 cm; 12 3/16 x 3 7/8 in</p>",,,Palm fiber;beads,,,Palm fiber;Beads;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5116,Collar,,,Joyería,,,"<p>El collar de cuentas de varios hilos está unido a un solo hilo de fibra de palma que se ata en la parte posterior. La mayoría de las hebras son de un solo color: azul oscuro, azul claro, naranja y negro. Dos de las hebras tienen dos colores: azul claro y amarillo o verde oscuro y azul translúcido; Finales de 1800-2002;31 x 10 cm; 12 3/16 x 3 7/8 pulgadas</p>",,,Fibra de palma;granos,,,Fibra de palma;Granos;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5117,turaara,,,Instrumentos musicales,,,"<p>kaa kanaani turaara te enüa inaa katue kari rijiinanai kujuitein jaüre, kujui tijiichai rautujuein rülürüa najaaneke</p>",,,enüa inaa,,,Semillas;Fibra de planta;Instrumentos musicales;enüa inaa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5117,Rattle,,,Musical instrument,,,<p>Four loops of plant fiber cord are strung with brown seed shells. There is a plant fiber string to hang the rattle. It was intended to be hung on the hammock of an infant.&nbsp;Late 1800s-2002.&nbsp;32 x 12 cm; 12 5/8 x 4 3/4 in</p>,,,seeds;plant fiber,,,Seeds;Plant fiber;Musical instruments,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,,,
2007.5117,Sonajero,,,Instrumentos musicales,,,<p>Cuatro bucles de cordón de fibra vegetal están ensartados con cáscaras de semillas marrones. Hay una cuerda de fibra vegetal para colgar el sonajero. Estaba destinado a ser colgado en la hamaca de un infante;Finales de 1800-2002;32 x 12 cm; 12 5/8 x 4 3/4 pulgadas</p>,,,semillas;fibra de planta,,,Semillas;Fibra de planta;Instrumentos musicales,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5118,kanaani turaara nuura kaje,,,Joyería,,,"<p>kaa richa te enüa inaa kaje nejesiane, nuura, rana rüinaa kusiamai. Karatua rei kujui</p>",,,nuura;rana rüinaa kusiamai chaae iinuri,,,Semillas;Fibra de planta;Joyería;nuura;rana rüinaa kusiamai chaae iinuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5118,Necklace,,,Jewelry,,,<p>The single strand of twisted plant fiber has five large black seeds and one very large round brown seed.&nbsp;Late 1800s-1996.&nbsp;25 x 9 cm; 9 13/16 x 3 1/2 in</p>,,,seeds;plant fiber,,,Seeds;Plant fiber;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5118,Collar,,,Joyería,,,<p>La hebra única de fibra vegetal retorcida tiene cinco semillas negras grandes y una semilla marrón redonda muy grande. Finales de 1800-1996. 25 x 9 cm; 9 13/16 x 3 1/2 pulgadas</p>,,,semillas;fibra de planta,,,Semillas;Fibra de planta;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5119,Necklace,,,Jewelry,,,"<p>The multiple strands of beads and seeds are joined to a single strand of twisted plant fiber to tie. There are strands of beads in light blue, yellow, red and colorless beads. There are strands of small brown seeds with beads and the longest strand has small brown seeds, separated by beads with teeth along the front segment.&nbsp;Late 1800s-1996.&nbsp;26 x 29 cm; 10 1/4 x 11 3/8 in</p>",,,beads;seeds;monkey teeth;plant fiber,,,Beads;Seeds;Monkey teeth;Plant fiber;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5119,kanaani richa,,,Joyería,,,"<p>kanaani richa, arai laürii ke jasiiteite janujuine, enüa inaa, kanii katü, richa esie, naujui ke, risine ke kujuitenuinein</p>",,,richa;enüa inaa;enechu katü;iinuri,,,Granos;Semillas;Dientes de chango;Fibra de planta;Joyería;richa;enüa inaa;enechu katü;iinuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5119,Collar,,,Joyería,,,"<p>Las múltiples hebras de granos y semillas se unen a una sola hebra de fibra vegetal retorcida para atar. Hay hilos de granos en granos de color azul claro, amarillo, rojo e incoloro. Hay hilos de pequeñas semillas marrones con granos y el hilo más largo tiene pequeñas semillas marrones, separadas por granos con dientes a lo largo del segmento frontal. Finales de 1800-1996. 26 x 29 cm; 10 1/4 x 11 3/8 pulgadas</p>",,,granos;semillas;dientes de chango;fibra de planta,,,Granos;Semillas;Dientes de chango;Fibra de planta;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.512,ujuaa inaa kuare,,,Joyería,,,"<p>ujua inaa kaje richa, richa esieke te kuratajajein jasisi, karati kujuiin</p>",,,ujua iinaa;iinuri,,,Fibra de planta;Semillas;Granos;Joyería;ujua iinaa;iinuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.512,Necklace,,,Jewelry,,,<p>The single strand of twisted plant fiber string has small dark brown seeds at the front. Some are separated by red beads and one white bead.&nbsp;Late 1800s-1996.&nbsp;34 x 6 cm; 13 3/8 x 2 3/8 in</p>,,,plant fiber;seeds;beads,,,Plant fiber;Seeds;Beads;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.512,Collar,,,Joyería,,,<p>La única hebra de hilo de fibra vegetal retorcida tiene pequeñas semillas de color marrón oscuro en la parte delantera. Algunas están separadas por cuentas rojas y una blanca;Finales de 1800-1996;34 x 6 cm; 13 3/8 x 2 3/8 pulgadas</p>,,,fibra de planta;semillas;granos,,,Fibra de planta;Semillas;Granos;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5121,biri kuare,,,Joyería,,,"<p>kaa richa te karate rei kujui,enüa inaa katüari rijiinanai, richa esie, enechu katü, sinunujue naujuai ke jasisin</p>",,,richa;enüa inaa;siinuneje;katü,,,Fibra de planta;Granos;Dientes de chango;Concha;Semillas;Joyería;richa;enüa inaa;siinuneje;katü,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5121,Necklace,,,Jewelry,,,<p>The single strand necklace has small brown seeds with white or red beads between them. There is a large snail shell at the front center and small teeth on either side. It is strung on plant fiber.&nbsp;Late 1800s-1996.&nbsp;36 x 4.5 cm; 14 1/8 x 1 3/4 in</p>,,,plant fiber;beads;monkey teeth;shell;seeds,,,Plant fiber;Beads;Monkey teeth;Shell;Seeds;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5121,Collar,,,Joyería,,,"<p>El collar de un solo hilo tiene pequeñas semillas marrones con cuentas blancas o rojas entre ellas. Hay una gran concha de caracol en el centro frontal y pequeños dientes a cada lado. Está ensartado en fibra vegetal;Finales de 1800-1996;36 x 4,5 cm; 14 1/8 x 1 3/4 pulgadas</p>",,,fibra de planta;granos;dientes de chango;concha;semillas,,,Fibra de planta;Granos;Dientes de chango;Concha;Semillas;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5122,Necklace,,,Jewelry,,,"<p>The single strand of twisted plant fiber has three spiral shells, a brown seed and a large pointed tooth.&nbsp;Late 1800s-2002.&nbsp;31 x 12 cm; 12 3/16 x 4 3/4 in</p>",,,shell;collared peccary tooth;seeds;Palm fiber,,,Shell;Collared peccary tooth;Seeds;Palm fiber;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5122,siinunujue kuare,,,Joyería,,,"<p>risine kujuitenuinein richa, kuratajajein enüa inaa, lejiin kanii katü, nichatajajein sinunujue ke jasisiin, karati kujuiin.</p>",,,siinunuje;iinuri;enüa iinaa;katü,,,Concha;Dientes de pecarí con collar;Semillas;Fibra de palma;Joyería;siinunuje;iinuri;enüa iinaa;katü,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5122,Collar,,,Joyería,,,"<p>La única hebra de fibra vegetal retorcida tiene tres conchas en espiral, una semilla marrón y un diente grande y puntiagudo;Finales del siglo XIX-2002; 31 x 12 cm; 12 3/16 x 4 3/4 pulgadas</p>",,,concha;dientes de pecarí con collar;semillas;Fibra de palma,,,Concha;Dientes de pecarí con collar;Semillas;Fibra de palma;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5123,siinunujue kaje kanaanai kuate,,,Joyería,,,"<p>risine kujuitenuinein richa, kuratajajein enüa inaa, kanii katü, sinunujue ke jasisiin, karati kujuiin</p>",,,iinuri;siinunuje;iinuri,,,Fibra de planta;Concha;Semillas;Joyería;iinuri;siinunuje;iinuri,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5123,Necklace,,,Jewelry,,,<p>The single strand of twisted plant fiber has a cluster of large spiral shells and pointed brown nut shells at the front.&nbsp;Late 1800s-2002.&nbsp;39 x 11.5 cm; 15 3/8 x 4 1/2 in</p>,,,plant fiber;shell;seeds,,,Plant fiber;Shell;Seeds;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5123,Collar,,,Joyería,,,"<p>El collar de un solo hilo tiene pequeñas semillas marrones con cuentas blancas o rojas entre ellas. Hay una gran concha de caracol en el centro frontal y pequeños dientes a cada lado. Está ensartado en fibra vegetal;Finales de 1800-1996;36 x 4,5 cm; 14 1/8 x 1 3/4 pulgadas</p>",,,fibra de planta;concha;semillas,,,Fibra de planta;Concha;Semillas;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
2007.5124,siinunujue kaje kanaanai richa,,,Joyería,,,"<p>kaa richa te karate rei kujui,enüa inaa , richa esie, enechu katü, sinunujue naujuai ke jasisin</p>",,,iinuri;richa;katü;siinunuje;enüa iinaa,,,Fibra de planta;Granos;Dientes de chango;Conchas;Semillas;Joyería;iinuri;richa;katü;siinunuje;enüa iinaa,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Urarina,Regalo de Dr. Bartholomew Dean,,
2007.5124,Necklace,,,Jewelry,,,<p>The single strand of twisted plant fiber is strung with red beads and large spiral shells at the front. There are small brown seeds (round and pointed) and small teeth interspersed with red beads.&nbsp;Late 1800s-1996.&nbsp;31 x 14 cm; 12 3/16 x 5 1/2 in</p>,,,plant fiber;beads;monkey teeth;shell;seeds,,,Plant fiber;Beads;Monkey teeth;Shell;Seeds;Jewelry,,,,,,,"<p>Loreto department, Peru</p>
",,,Unknown Urarina maker,,,English,Gift of Bartholomew Dean,,
2007.5124,Collar,,,Joyería,,,<p>La única hebra de fibra vegetal retorcida está ensartada con cuentas rojas y grandes conchas en espiral en la parte delantera. Hay pequeñas semillas marrones (redondas y puntiagudas) y pequeños dientes intercalados con cuentas rojas;Finales de 1800-1996;31 x 14 cm; 12 3/16 x 5 1/2 pulgadas</p>,,,fibra de planta;granos;dientes de chango;conchas;semillas,,,Fibra de planta;Granos;Dientes de chango;Conchas;Semillas;Joyería,,,,,,,"<p>Departamento de Loreto, Perú</p>",,,Fabricante Urarina desconocido,,,Español,Regalo de Dr. Bartholomew Dean,,
